 Matriz de Rigidez - Plotar x=[0 0.25 0.5 0.75 1.0] versus Solucao=[s5 s29 s6 s35 s4]
 
   -191542804.109479           -0.069086            0.000000            0.000000        -2117.888323           -0.000056           82.580720         7115.632675      3002133.179265            0.000000            0.000000            0.000000            0.008729     -2771105.933065     -2958954.595957            0.000000            0.000000           -0.043521       330983.683826    -44516972.153559           -0.000032           -0.003167           -0.070173            0.000000            0.000000            0.000000            0.005626            0.012916            4.232451         -192.579007            0.000176        -8162.540712           63.884789            0.000000            0.000000            0.000000           -0.133661 
           -0.069086            1.765026           -0.245845            0.018650            0.000000            0.000000            0.000000           -0.029918           -0.110909           -0.032174           -0.000269           -0.223449           -0.028353            0.012614           -0.043293           -0.040965           -0.035209           -0.158344           -0.000006           -0.040488            0.000000           -0.162846           -0.108170           -0.277962           -0.091441           -0.071178           -0.000972           -0.000143            0.000000            0.000000            0.000000            0.000000            0.000000           -0.000729            0.000000            0.000000           -0.024541 
            0.000000           -0.245845   -184302122.028270       954251.322731            0.000000           -0.000407            0.000000            0.000000            0.000000           -0.011139        27236.234733       534728.090988           -0.003257            0.000000            0.000000    -27382827.483636      -703336.524997           -0.065837            0.000000            0.000000           -0.002533           -0.019231            0.000000           -0.164645       135392.530844    -52041401.320583           -0.003441            0.000000            0.000000            0.000000            0.000000            0.000000            0.000000           -0.002407           -0.005657           -0.004392            0.000000 
            0.000000            0.018650       954251.322731   -206081857.168722            0.000000           -0.187815            0.000000            0.000000            0.000000            0.001825       288898.731540        10035.575958           -0.039477            0.000000            0.000000    -21675762.795682       -43293.573474           -0.042317            0.000000            0.000000           -0.108735           -0.022946            0.000000           -0.001372       -19193.528644     -7962079.527520           -0.046741            0.000000            0.000000            0.000000            0.000000            0.000000            0.000000           -0.292846      -239033.996179           -0.323694            0.000000 
        -2117.888323            0.000000            0.000000            0.000000   -142195482.817949           -0.012176        66784.193041         1613.925527           -0.000007            0.000000            0.000000            0.000000           -0.000006            0.000000      2983418.316321            0.000000            0.000000            0.000000    -19370714.340235       -30351.887717           -0.000683            0.000000           -0.000002            0.000000            0.000000            0.000000           -0.000109           -0.008518      2549869.987896    -12273803.322873           -0.030138    -69370845.519129      4694470.317557            0.000000            0.000000            0.000000            0.000000 
           -0.000056            0.000000           -0.000407           -0.187815           -0.012176            1.638700           -0.075642           -0.013158           -0.000001           -0.010796           -0.230488            0.000000           -0.010093            0.000000           -0.029028           -0.084995            0.000000            0.000000           -0.005609           -0.000192           -0.130715           -0.000014           -0.000008           -0.000015           -0.001834           -0.000037           -0.122830           -0.110679           -0.032066           -0.040962           -0.040068           -0.009141           -0.090036           -0.252538           -0.022988           -0.124311            0.000000 
           82.580720            0.000000            0.000000            0.000000        66784.193041           -0.075642         -478.007476          -33.743929            2.828584            0.000000            0.000000            0.000000           -0.024640            0.000000        62640.355576            0.000000            0.000000           -0.000008       148889.179567          344.755027           -0.106729           -0.001483           -0.011945            0.000000            0.000000            0.000000           -0.079244            0.087963         -582.199588         6848.840550           -0.000435       136190.189521        -3123.039114            0.000000            0.000000            0.000000           -0.000020 
         7115.632675           -0.029918            0.000000            0.000000         1613.925527           -0.013158          -33.743929         -212.633988          312.524826            0.000000            0.000000            0.000000           -0.140383          -14.988424      -159238.308120            0.000000            0.000000           -0.097290        -6653.842918       -21207.106739           -0.081862           -0.145919            0.078717            0.000000            0.000000            0.000000           -0.148757           -0.008891           -3.230793          146.746946           -0.071448         6220.213777          -48.740690            0.000000            0.000000            0.000000           -0.099325 
      3002133.179265           -0.110909            0.000000            0.000000           -0.000007           -0.000001            2.828584          312.524826       -55482.040388            0.000000            0.000000            0.000000           -0.030022        50641.141300       -12147.211862            0.000000            0.000000           -0.100578        23723.809560       244564.282681           -0.000279           -0.070042            0.076565            0.000000            0.000000            0.000000           -0.005726           -0.018762            0.000000            0.000000           -0.000066           -0.001133           -0.000068            0.000000            0.000000            0.000000            0.107656 
            0.000000           -0.032174           -0.011139            0.001825            0.000000           -0.010796            0.000000            0.000000            0.000000            1.561496           -0.241162           -0.171182           -0.001401            0.000000            0.000000           -0.181585           -0.053314           -0.147814            0.000000            0.000000           -0.143956           -0.184249            0.000000           -0.031098            0.026087           -0.043212           -0.204393            0.000000            0.000000            0.000000            0.000000            0.000000            0.000000           -0.024535           -0.025805           -0.081592            0.000000 
            0.000000           -0.000269        27236.234733       288898.731540            0.000000           -0.230488            0.000000            0.000000            0.000000           -0.241162         -682.880813           -4.768536           -0.104717            0.000000            0.000000       160283.070664          135.149858           -0.001526            0.000000            0.000000           -0.235400           -0.020797            0.000000           -0.076326          301.850378        44510.046823           -0.195479            0.000000            0.000000            0.000000            0.000000            0.000000            0.000000            0.385867          286.622911            0.048851            0.000000 
            0.000000           -0.223449       534728.090988        10035.575958            0.000000            0.000000            0.000000            0.000000            0.000000           -0.171182           -4.768536        -2616.010901           -0.066806            0.000000            0.000000       138667.647906         4067.249804           -0.273559            0.000000            0.000000           -0.000189           -0.177517            0.000000            0.286535        -1512.561113       312295.110325           -0.009752            0.000000            0.000000            0.000000            0.000000            0.000000            0.000000           -0.034213           -0.000161           -0.000045            0.000000 
            0.008729           -0.028353           -0.003257           -0.039477           -0.000006           -0.010093           -0.024640           -0.140383           -0.030022           -0.001401           -0.104717           -0.066806            1.420539           -0.001300           -0.079456           -0.085694           -0.020041           -0.191540           -0.000515           -0.001761           -0.185391            0.263297           -0.114698           -0.214702           -0.176183           -0.001241            0.270826           -0.152305           -0.000039           -0.000018           -0.016479           -0.000034           -0.000593           -0.205582           -0.005752           -0.030734           -0.030178 
     -2771105.933065            0.012614            0.000000            0.000000            0.000000            0.000000            0.000000          -14.988424        50641.141300            0.000000            0.000000            0.000000           -0.001300       -46570.209610       222598.725719            0.000000            0.000000           -0.087085           -0.000119      -197552.746340            0.000000           -0.013873           -0.095423            0.000000            0.000000            0.000000           -0.000036           -0.000080            0.000000            0.000000            0.000000            0.000000            0.000000            0.000000            0.000000            0.000000           -0.091284 
     -2958954.595957           -0.043293            0.000000            0.000000      2983418.316321           -0.029028        62640.355576      -159238.308120       -12147.211862            0.000000            0.000000            0.000000           -0.079456       222598.725719   -157166703.728466            0.000000            0.000000           -0.046435    -33726744.598400    -44119349.606492           -0.084381           -0.061222           -0.083440            0.000000            0.000000            0.000000           -0.073484           -0.070559      -135417.712099       132304.026870            0.024451    -12891487.935186         2043.263410            0.000000            0.000000            0.000000           -0.027684 
            0.000000           -0.040965    -27382827.483636    -21675762.795682            0.000000           -0.084995            0.000000            0.000000            0.000000           -0.181585       160283.070664       138667.647906           -0.085694            0.000000            0.000000    -73386338.635057      -288205.656842           -0.050741            0.000000            0.000000           -0.104298           -0.060449            0.000000           -0.165781       -18210.241924    -36505166.672674           -0.084418            0.000000            0.000000            0.000000            0.000000            0.000000            0.000000           -0.085852         -155.171344           -0.098185            0.000000 
            0.000000           -0.035209      -703336.524997       -43293.573474            0.000000            0.000000            0.000000            0.000000            0.000000           -0.053314          135.149858         4067.249804           -0.020041            0.000000            0.000000      -288205.656842        -6612.889309           -0.276238            0.000000            0.000000           -0.000097           -0.089159            0.000000           -0.188128         2537.967033      -526667.238299           -0.003313            0.000000            0.000000            0.000000            0.000000            0.000000            0.000000           -0.009381           -0.000076           -0.000024            0.000000 
           -0.043521           -0.158344           -0.065837           -0.042317            0.000000            0.000000           -0.000008           -0.097290           -0.100578           -0.147814           -0.001526           -0.273559           -0.191540           -0.087085           -0.046435           -0.050741           -0.276238            1.592480           -0.000002           -0.014797           -0.000017            0.234908           -0.040616            0.018342           -0.132828           -0.007711           -0.020994           -0.002739            0.000000            0.000000            0.000000            0.000000            0.000000           -0.008208            0.000000            0.000000           -0.034986 
       330983.683826           -0.000006            0.000000            0.000000    -19370714.340235           -0.005609       148889.179567        -6653.842918        23723.809560            0.000000            0.000000            0.000000           -0.000515           -0.000119    -33726744.598400            0.000000            0.000000           -0.000002    -48143421.946574     -2266636.160304           -0.000957           -0.000049           -0.006725            0.000000            0.000000            0.000000           -0.001155           -0.070273       169013.481303     -1953888.146746           -0.032529    -40414461.363813       868916.790353            0.000000            0.000000            0.000000           -0.000161 
